Claim History,Previous Claims History,Premium Amount,Coverage Amount,Anomaly
3,2,918,139675,1
0,3,3028,164440,1
1,3,4368,723293,1
5,1,4393,732255,1
2,1,3851,280743,1
4,1,4444,222554,1
3,1,3984,887019,1
4,3,3510,808233,1
4,2,3515,514294,1
2,0,1914,327335,1
1,1,2626,806455,1
4,2,3962,411705,1
4,1,3863,126968,1
2,3,1787,702878,1
1,3,1576,277098,1
3,2,1243,310656,1
0,0,3991,716001,1
0,1,1070,735804,1
1,2,3131,474938,1
5,3,4379,945234,-1
4,3,3549,151932,1
1,1,3376,160505,1
0,1,4426,249323,1
0,3,3343,963550,1
5,1,1136,440957,1
2,1,4625,116515,1
3,0,1647,900173,1
0,3,2526,343464,1
1,2,3255,335564,1
0,2,3633,193646,1
4,2,1015,405841,1
0,1,4914,579285,1
4,0,1841,713542,1
0,3,4426,174689,1
1,2,745,148051,1
0,3,2393,961377,1
4,2,1759,183899,1
0,1,4821,373981,1
5,3,3520,793189,1
0,0,1949,387149,1
4,1,3500,471069,1
5,2,4426,826854,1
1,2,4472,481298,1
1,1,707,275156,1
0,0,3138,596453,1
3,3,686,489982,1
0,2,4386,402136,1
5,2,1088,242446,1
4,1,1254,278543,1
4,3,951,418886,1
3,0,2069,947306,1
1,1,627,69973,-1
4,3,1080,173287,1
0,3,2219,765220,1
1,1,3465,84049,1
4,3,2709,371461,1
3,2,4407,200652,1
5,0,4399,752661,1
5,1,3004,343886,1
1,2,2447,872439,1
3,1,2424,819044,1
3,3,3738,289117,1
4,1,3406,522080,1
3,3,2267,981999,1
4,0,4351,359821,1
3,1,2327,103328,1
4,1,3089,257184,1
5,3,4519,667156,1
2,3,3685,166753,1
2,0,3680,831862,1
4,1,1214,923639,1
5,2,1692,302539,1
3,3,2768,98500,1
3,2,4330,873349,1
2,2,2540,107967,1
2,3,1855,960572,1
3,3,4498,125957,1
5,1,4450,108989,1
1,2,717,703511,1
3,1,1780,228005,1
4,1,4393,774185,1
1,3,4400,179102,1
0,2,4581,911584,1
4,3,4898,622742,1
1,3,3046,646114,1
5,1,2809,815190,1
3,1,3729,138109,1
3,0,1751,781181,1
1,1,4620,66323,1
5,1,3406,864807,1
5,3,3604,360858,1
4,3,2356,65835,1
2,1,3454,962393,1
1,1,3949,607743,1
5,1,2568,969403,1
2,1,4517,820850,1
1,1,583,725406,1
3,3,4136,751762,1
4,3,4100,184183,1
5,0,1880,102279,-1
4,3,1349,780545,1
4,2,3453,376286,1
1,2,3782,217070,1
1,2,3514,50001,1
0,3,2163,635164,1
3,1,4816,104396,1
0,3,4430,322325,1
3,1,678,458285,1
5,3,4626,757219,1
1,0,642,351940,-1
4,3,1323,803223,1
4,3,3829,765061,1
1,1,3393,78672,1
2,1,1692,694047,1
3,2,2697,285456,1
4,2,4523,564931,1
3,1,4382,784595,1
3,0,3962,138262,1
3,0,3617,894213,1
0,1,3530,887149,1
1,3,1419,458897,1
1,0,3456,381170,1
0,3,4412,379817,1
3,0,4450,545840,1
1,3,4526,616465,1
5,3,2884,222497,1
5,1,4349,360125,1
3,3,2906,781360,1
5,2,1237,374136,1
1,2,2262,754277,1
0,0,4585,392511,1
4,2,4457,224297,1
0,1,3281,778615,1
0,2,4627,245864,1
4,2,3033,378023,1
2,2,4849,521277,1
5,2,3062,78863,1
4,1,1779,197629,1
0,3,2756,230581,1
1,3,3669,157770,1
3,0,3170,872053,1
4,3,1548,405740,1
3,3,3648,104970,1
3,3,729,699888,1
1,0,2074,287273,1
5,2,4433,278406,1
1,3,1782,668734,1
4,3,4314,474186,1
4,3,1584,381138,1
3,2,4395,611755,1
0,3,2750,886071,1
4,1,4635,264781,1
3,0,4025,110802,1
3,1,1017,895149,1
3,1,830,766227,1
3,2,824,647967,1
5,2,3483,892848,1
3,0,1151,738627,1
3,0,4579,856818,1
3,2,4813,223489,1
1,0,1206,863204,1
4,1,1068,873026,1
1,0,1010,394544,1
0,0,2071,586284,1
5,0,4787,192143,-1
0,0,2328,624435,1
2,0,4212,782887,1
3,1,3657,351972,1
5,0,3492,503006,1
5,3,2569,827448,1
3,1,2695,362971,1
0,1,3635,792211,1
0,3,3995,632681,1
0,3,732,147270,-1
1,3,3712,867210,1
5,2,545,690111,-1
3,2,3438,375241,1
3,1,1534,734352,1
2,1,4552,285947,1
1,3,4554,192201,1
4,0,2965,361334,1
2,0,3430,578314,1
0,3,3164,76650,1
1,0,4558,286693,1
5,3,4653,172939,1
2,1,4501,862506,1
2,0,4426,220543,1
3,1,2852,750097,1
1,1,3573,171828,1
0,0,4509,580836,1
4,3,4405,533788,1
0,1,1760,421514,1
3,2,1960,626866,1
5,1,4438,506411,1
5,3,2572,650164,1
3,1,4422,715214,1
1,3,1454,88716,1
2,0,3512,737469,1
3,1,1287,81146,1
3,3,4389,241043,1
2,3,2109,910215,1
5,1,3290,325662,1
0,2,1160,375408,1
4,0,782,175093,-1
3,1,4603,207014,1
0,3,2839,959938,1
4,2,1277,964042,1
3,1,3090,241944,1
3,1,2370,159535,1
0,3,4445,787508,1
3,0,4784,168082,1
3,1,3900,388751,1
3,0,4575,887848,1
4,1,4437,421238,1
2,3,2610,254147,1
4,0,747,143075,-1
3,1,4520,827169,1
3,1,1814,163829,1
4,3,748,527114,1
3,1,3874,865534,1
1,2,3771,216402,1
4,0,4441,702584,1
1,3,4136,332916,1
4,1,2889,335430,1
0,2,1228,790446,1
1,2,2557,370314,1
0,0,4473,286250,1
3,1,3394,141214,1
5,3,3372,772702,1
3,1,3021,280467,1
4,2,2509,282936,1
4,1,4419,111874,1
0,1,4436,793036,1
2,3,2438,370238,1
3,1,772,259887,1
5,1,636,50001,-1
1,0,4438,102797,1
0,3,4265,495519,1
4,1,3493,274113,1
4,0,579,777998,-1
4,2,2968,906823,1
4,0,4550,981519,-1
2,1,1817,163869,1
1,2,4831,683544,1
3,3,2299,564271,1
3,3,1385,596122,1
0,1,4170,294038,1
3,3,1827,147983,1
1,3,1288,870947,1
3,2,1581,332486,1
2,3,2487,392588,1
4,3,4539,925796,1
5,1,4509,745016,1
4,3,2482,438690,1
3,3,3512,199854,1
3,3,4449,522952,1
0,3,3117,875254,1
0,2,3332,974893,1
5,0,3330,805122,1
3,3,2784,715874,1
5,3,2972,248523,1
4,3,1273,477654,1
0,0,714,428308,-1
1,2,2610,225916,1
5,1,4130,749588,1
4,2,2687,976644,1
0,0,4979,594314,-1
3,1,1628,946376,1
4,1,4391,209028,1
0,0,4583,158005,1
0,2,1159,304876,1
5,0,1952,217477,1
0,1,4871,705728,1
1,2,3133,817309,1
1,0,2310,192200,1
0,3,4401,646264,1
1,3,3959,213528,1
3,3,4031,364552,1
0,2,3634,772387,1
4,2,1637,583206,1
3,0,1601,321390,1
0,1,1919,414734,1
3,3,4197,376707,1
1,0,3429,401445,1
0,1,973,783998,1
2,1,3804,175881,1
0,3,4580,644696,1
3,1,4527,889867,1
5,0,1666,699016,1
5,2,2903,536207,1
4,3,4224,281028,1
0,1,1684,711691,1
2,2,663,965089,-1
0,0,3120,152215,1
2,2,1308,533669,1
0,3,4702,615278,1
4,0,1698,764849,1
2,3,3060,260614,1
1,1,4379,837540,1
2,1,3454,608990,1
4,2,4512,404023,1
0,3,3256,329823,1
4,0,1113,933565,1
4,3,4781,701675,1
0,1,4084,302019,1
0,1,4466,828005,1
1,1,1695,567550,1
0,3,3601,809416,1
1,3,710,60484,-1
4,1,3612,420512,1
4,3,3545,916252,1
5,0,4483,372395,1
5,2,2130,251617,1
1,2,4825,626173,1
4,3,4342,771461,1
4,0,2224,383923,1
3,2,4847,704116,1
0,1,2141,105313,1
3,3,3378,164116,1
0,1,1066,606642,1
2,3,3563,612687,1
1,0,4629,147407,1
0,1,2598,193577,1
5,2,4492,511747,1
3,0,2793,569621,1
4,3,3418,802498,1
4,3,3754,180541,1
1,1,2409,405501,1
3,1,1057,284918,1
0,1,2138,861882,1
3,1,4602,777932,1
1,0,4623,245646,1
0,0,1791,71836,-1
2,3,4958,391148,1
1,2,4491,207619,1
0,3,2778,120091,1
5,3,4177,611660,1
4,3,2100,747882,1
2,0,4512,765592,1
5,1,1145,284591,1
4,2,1160,264816,1
4,3,1709,823918,1
5,3,3091,163879,1
1,1,2448,401687,1
2,2,3529,227935,1
4,2,3445,195116,1
4,2,1778,435555,1
4,3,3403,605060,1
0,0,3785,365278,1
3,2,3701,547920,1
4,1,3760,858787,1
0,0,4581,753773,1
3,3,2537,175211,1
3,3,4360,769280,1
1,1,4452,305620,1
2,1,654,550401,1
3,3,2577,576793,1
3,3,1110,751787,1
5,3,3795,67611,1
3,1,1803,845863,1
3,1,4624,621651,1
0,1,4472,562669,1
2,0,2413,177950,1
0,3,4339,170403,1
4,1,4488,949955,1
4,3,728,910128,1
0,1,1541,715349,1
1,2,1461,610049,1
0,3,3591,386463,1
5,1,2321,433866,1
0,2,4722,140964,1
5,1,2594,177154,1
3,3,2761,160705,1
3,3,1265,671760,1
0,1,3518,953396,1
5,3,1295,462888,1
0,1,2608,398372,1
1,3,2682,253308,1
3,3,1748,256197,1
0,3,3412,100403,1
3,1,2517,784273,1
2,3,4059,265765,1
2,3,1733,363401,1
3,2,4861,611144,1
4,1,2181,510730,1
3,1,4439,351495,1
4,3,4448,780889,1
4,1,4627,971399,1
1,1,739,646790,1
4,2,3620,156289,1
4,3,4108,763381,1
2,1,3032,336007,1
4,1,4490,320934,1
3,1,3525,828158,1
0,3,1884,590837,1
4,0,4916,451816,1
0,3,4581,171163,1
4,0,2143,542118,1
4,2,4142,229844,1
3,2,1167,336639,1
3,1,3000,171477,1
4,2,4336,445808,1
3,1,1145,872844,1
1,2,3157,261055,1
0,1,4296,792492,1
4,1,2371,580677,1
5,0,3620,626488,1
3,1,2553,869457,1
2,1,4280,792954,1
0,2,4424,668345,1
5,0,3899,566684,1
5,2,4622,402049,1
5,0,2944,80718,-1
5,3,2891,307950,1
0,3,4743,513964,1
4,3,4676,272950,1
4,3,1724,701892,1
0,0,4339,198994,1
0,2,4831,495270,1
4,1,4466,671728,1
5,1,4565,639979,1
3,2,2521,529301,1
4,1,3595,360356,1
3,1,1739,870753,1
4,1,3605,560687,1
2,1,2719,512085,1
2,1,1279,787787,1
0,3,3710,974533,1
1,2,4599,303060,1
0,2,4891,114587,1
5,1,3005,649837,1
0,3,1823,318649,1
0,2,4549,768204,1
0,3,2076,161948,1
0,2,2303,907425,1
3,0,3457,157242,1
5,2,4443,187284,1
4,3,4464,176580,1
4,2,2126,176490,1
4,2,983,759138,1
4,0,628,786810,-1
1,3,4767,417783,1
4,0,1566,296524,1
1,2,3613,746385,1
5,1,4454,766277,1
5,1,2085,338639,1
3,3,3398,976760,1
4,1,4353,648159,1
3,2,1687,969765,1
4,3,4487,308013,1
1,3,2385,876798,1
3,3,3978,493250,1
3,3,3705,952886,1
3,3,3005,413348,1
0,2,3048,356279,1
5,3,4460,718547,1
3,3,1282,300075,1
2,3,3667,683069,1
1,3,995,404013,1
5,3,4204,968402,-1
4,2,2162,785310,1
1,2,750,212612,1
0,0,4112,628960,1
4,1,3229,841742,1
1,3,3482,173480,1
5,1,1850,228416,1
3,1,1524,143218,1
4,0,4119,992187,-1
5,3,4454,375672,1
1,2,2866,694951,1
4,0,4276,504125,1
4,3,3365,359258,1
3,1,1572,614526,1
4,0,4422,155282,1
3,3,4481,641850,1
4,1,3950,951881,1
4,0,995,733684,1
4,1,3374,246612,1
4,3,3361,660772,1
0,1,3541,703833,1
3,2,3164,739904,1
4,3,4139,331202,1
3,3,1600,360379,1
3,3,3278,172648,1
0,3,3121,769495,1
5,2,4429,134435,1
3,1,2711,601046,1
3,3,2592,406288,1
0,3,902,306504,1
4,2,931,857748,1
0,3,583,459022,-1
0,0,2733,94363,-1
0,3,2278,159595,1
3,2,4467,105007,1
1,1,2597,89435,1
5,0,2786,896294,-1
0,3,1700,537152,1
4,0,3577,601188,1
5,1,3099,632917,1
4,0,627,800085,-1
3,0,1718,196647,1
3,1,1562,677632,1
3,2,3620,302201,1
3,3,4452,522880,1
0,1,2732,677468,1
0,1,714,411029,1
0,1,3129,559228,1
0,2,716,924556,-1
0,3,2199,745737,1
0,0,4837,485749,1
2,0,1736,797929,1
2,3,4338,244493,1
5,2,4599,613579,1
0,3,4032,937350,1
1,1,1663,380968,1
0,2,1546,327209,1
2,0,4297,530518,1
0,1,3746,806325,1
4,3,1565,284126,1
0,1,4269,281843,1
3,3,2944,107508,1
1,3,1042,884182,1
4,3,3134,291976,1
3,3,2395,467524,1
3,1,3285,525701,1
4,1,4908,196376,1
4,0,1583,867895,1
3,1,3142,254420,1
5,3,3008,176432,1
0,0,1085,730498,-1
4,3,2669,203257,1
4,1,4201,534362,1
4,2,2304,594935,1
2,1,1893,770307,1
3,2,3978,709462,1
0,0,3095,184296,1
0,1,2981,747096,1
4,0,3491,168583,1
1,3,1841,679925,1
0,1,3474,142746,1
3,0,3191,968524,1
4,3,4599,439951,1
5,0,1228,166923,-1
4,2,4057,461626,1
2,3,3405,167860,1
5,3,1643,705881,1
2,3,1706,343157,1
4,3,1697,517664,1
3,1,4402,162152,1
1,1,3370,341739,1
4,3,4261,538666,1
4,1,4556,685984,1
4,3,4314,929245,1
2,0,3958,274120,1
1,1,3078,443523,1
4,1,1431,693027,1
4,3,4532,626081,1
3,0,3597,149034,1
5,2,3474,164649,1
4,0,4659,110368,1
4,1,1565,100619,1
2,3,4492,296959,1
1,3,4523,700353,1
3,2,2855,972943,1
3,2,712,496686,1
0,1,1490,803821,1
5,3,3372,381609,1
3,1,4327,180281,1
1,0,4398,789525,1
0,3,3552,987509,1
1,0,4472,985489,-1
0,1,4689,840123,1
0,0,4451,505586,1
0,3,3674,960159,1
5,2,1607,738179,1
2,0,2801,446325,1
2,1,3103,156421,1
5,2,690,877156,-1
4,3,2602,784906,1
2,3,4869,187384,1
0,3,1905,889822,1
4,3,3373,358734,1
4,1,4400,156157,1
4,3,4417,263609,1
1,1,2114,623426,1
4,1,3095,784321,1
4,0,4530,81607,1
4,3,3209,364220,1
1,1,3288,838885,1
3,0,654,994282,-1
1,1,4288,192570,1
5,3,4665,929060,-1
3,2,1194,960733,1
0,2,1673,883257,1
0,1,702,452761,1
0,2,1761,776402,1
4,3,2287,755471,1
2,0,3922,567306,1
5,2,3830,162548,1
4,3,2161,377692,1
0,2,2824,655439,1
3,1,4798,586721,1
0,3,1876,377609,1
4,0,623,776124,-1
4,3,4333,187451,1
0,1,2406,800044,1
0,1,670,771422,1
5,2,2783,944920,1
2,3,3580,132794,1
5,1,1144,169067,1
0,1,3620,197280,1
0,1,3212,129679,1
1,2,661,207871,1
3,2,4470,899517,1
1,2,2347,601477,1
1,2,1006,140394,1
2,1,1741,426745,1
4,1,3576,613688,1
3,2,2349,103834,1
0,0,1699,343380,1
1,3,3527,306830,1
4,3,4798,623897,1
0,2,4612,806812,1
0,2,2270,189916,1
3,2,1431,472759,1
2,2,4532,619221,1
1,1,2881,279084,1
0,1,4737,370773,1
3,3,1695,99564,1
4,0,1469,122102,1
1,0,671,421859,-1
0,1,4171,425463,1
5,2,3830,762997,1
0,0,3584,252911,1
3,0,4400,755228,1
3,3,1802,106147,1
3,3,1376,455386,1
3,1,2153,915926,1
5,3,3156,524928,1
0,0,4343,655745,1
1,1,4492,666570,1
3,1,1161,582028,1
1,3,1606,482895,1
1,3,4574,841739,1
2,0,2962,711591,1
5,3,1669,814052,1
4,1,3450,73356,1
0,1,4457,593301,1
5,1,3335,333235,1
1,1,1156,486414,1
4,1,1994,909171,1
3,2,4345,646259,1
0,3,2532,496839,1
0,2,4479,777591,1
4,3,3913,320104,1
1,3,1788,204673,1
3,1,1811,888690,1
4,2,2796,801295,1
2,0,2143,474440,1
3,0,1568,904004,1
3,1,3665,347859,1
0,3,4841,842377,1
3,0,4907,708061,1
0,2,2731,577955,1
2,1,4305,790464,1
4,0,3699,205300,1
4,1,4062,882138,1
4,1,1218,713854,1
5,3,4543,910532,1
2,3,1671,685981,1
0,0,2926,493478,1
5,0,1147,722329,-1
5,3,1000,132729,-1
2,3,732,130066,1
1,3,2784,389085,1
3,2,3893,615594,1
0,2,4541,120124,1
1,1,4387,536348,1
3,3,1048,862997,1
2,2,2289,454964,1
0,3,3322,383777,1
3,3,4523,134208,1
1,1,2968,826172,1
0,1,1760,408567,1
2,1,1591,96380,1
3,3,1870,356986,1
4,0,1194,276984,1
2,0,2127,209803,1
5,2,2252,157915,1
4,2,4876,187216,1
0,0,4505,559739,1
1,1,4469,325914,1
3,2,1664,345022,1
1,3,3348,753735,1
3,2,1627,920936,1
4,3,1320,525036,1
1,3,851,499285,1
1,3,3536,597690,1
1,2,1019,957024,1
5,0,3291,226185,1
2,1,1566,247861,1
1,3,2539,364343,1
0,1,3578,261734,1
1,3,4342,575185,1
2,2,3366,425452,1
4,2,4416,766135,1
1,2,672,806377,1
3,1,4363,461501,1
0,2,1546,460553,1
4,2,4788,592025,1
4,2,1789,78088,1
1,2,3029,861689,1
4,0,3628,588086,1
1,3,4844,633430,1
4,3,1874,656104,1
3,1,1095,578191,1
0,1,1267,517447,1
4,1,2655,126813,1
4,1,3049,73541,1
4,2,4472,630885,1
0,0,2223,664600,1
1,0,3294,626905,1
2,2,3036,691402,1
0,0,4493,463554,1
0,1,2632,904567,1
3,0,1022,195872,1
4,3,764,236481,1
4,3,4250,137480,1
5,1,3485,507982,1
4,3,4900,979715,-1
3,1,4566,449831,1
2,2,4592,76007,1
1,0,3243,272387,1
4,1,4910,304696,1
1,3,3397,168398,1
5,1,2316,200751,1
1,1,2956,203680,1
3,0,1617,260720,1
1,3,4534,776201,1
1,1,1541,845533,1
5,2,2670,881002,1
2,3,4502,915026,1
4,0,1709,432963,1
0,0,2115,983213,-1
4,0,3675,465015,1
0,1,2903,974210,1
3,1,3489,134728,1
3,1,1188,133405,1
5,0,3970,959661,-1
4,3,3423,606319,1
2,3,1223,617044,1
3,0,4413,731948,1
3,3,3710,617758,1
1,2,1577,948752,1
5,0,2656,149381,1
0,1,3154,735273,1
1,1,3130,353681,1
2,3,2710,911021,1
4,1,1904,350392,1
3,3,4837,111332,1
2,3,1197,955406,1
5,2,4504,675561,1
4,2,3006,507717,1
4,2,3790,402267,1
5,1,4411,744588,1
1,0,1145,282877,1
5,3,2756,365231,1
1,3,2000,421662,1
5,0,1638,558589,1
0,1,4596,173422,1
0,3,1455,651597,1
4,2,666,442262,1
3,1,4415,812588,1
2,1,679,615936,1
3,1,3282,804265,1
3,1,4464,791120,1
5,3,2709,244134,1
3,0,3068,700069,1
3,2,3458,151398,1
5,3,4813,951461,-1
5,1,4234,611606,1
4,3,3660,292930,1
2,0,2209,504319,1
3,1,2419,640234,1
4,1,640,785961,1
3,1,2207,195143,1
3,2,1170,868631,1
2,1,3565,869822,1
3,1,3879,135190,1
4,0,1784,262346,1
1,2,4627,794424,1
3,3,4387,603167,1
2,0,1540,810843,1
3,0,4334,978409,-1
3,0,2652,173717,1
3,2,3364,525358,1
1,3,1854,677416,1
3,3,1888,825894,1
3,3,1286,142866,1
3,3,4604,359268,1
5,3,2397,352708,1
5,1,1875,811028,1
3,3,2396,669111,1
3,1,4019,548692,1
1,3,4495,749573,1
1,3,3617,89221,1
5,3,4721,144413,1
4,2,4579,633686,1
4,1,4479,745774,1
4,3,3487,385292,1
3,2,1832,320539,1
1,2,4414,146699,1
1,3,3995,786787,1
4,1,4375,986798,1
4,3,1592,955199,1
3,2,3640,735920,1
5,1,2091,890752,1
1,3,4624,210871,1
0,1,4289,749656,1
2,0,4428,704243,1
4,1,3131,782542,1
5,1,2822,900930,1
4,2,3982,785287,1
4,1,4710,328132,1
0,3,1064,81063,-1
3,3,2728,818417,1
0,1,3162,262411,1
3,1,1005,500389,1
2,1,2796,581411,1
4,3,3515,313864,1
3,3,1766,906770,1
3,3,4390,957618,1
1,3,2264,622213,1
1,0,3134,944271,1
1,1,2782,312731,1
3,3,2695,138506,1
0,3,753,679130,1
2,0,1607,789523,1
1,1,4197,328964,1
4,3,1816,686524,1
5,2,1672,383658,1
1,2,2834,666052,1
4,2,4546,393745,1
3,2,2903,81020,1
1,2,4772,468022,1
5,3,4529,483329,1
2,1,4819,606426,1
5,0,4301,418398,1
4,3,3022,459950,1
3,0,1611,266833,1
0,3,2962,59628,1
4,1,2149,786286,1
0,3,1825,807543,1
2,1,2899,145550,1
4,3,2667,612142,1
0,0,4876,369718,-1
3,3,2460,456390,1
3,3,3122,81955,1
2,1,2979,581150,1
2,0,3175,163433,1
1,2,1199,763555,1
5,3,4189,555015,1
0,0,2549,717897,1
1,1,1432,132638,1
3,0,3472,542133,1
5,2,3425,537152,1
0,2,3063,825332,1
3,3,1218,122286,1
0,1,3586,961381,1
4,3,3372,791243,1
3,3,1918,311286,1
4,2,1905,282894,1
4,3,4275,206469,1
1,1,1211,635066,1
3,1,4649,346072,1
4,0,2680,325176,1
4,1,2535,335349,1
4,3,4819,593156,1
4,3,1186,146793,1
0,0,4588,919532,-1
0,1,4151,673904,1
4,0,3518,776901,1
4,1,4536,297891,1
4,3,1233,654972,1
2,0,3119,598421,1
2,1,1594,361712,1
4,0,1660,86365,1
4,2,972,125880,1
1,1,3533,587446,1
5,3,4456,333422,1
1,0,4162,727106,1
3,0,1876,941814,1
3,2,3270,490389,1
0,3,2561,635729,1
5,3,737,366733,-1
0,1,837,973962,-1
1,0,3631,161665,1
0,2,4371,320235,1
4,0,4380,604097,1
4,1,4548,543974,1
4,3,4373,775640,1
3,1,1624,279737,1
4,3,679,174378,1
4,3,4550,72526,1
1,2,3705,948261,1
3,2,3178,584593,1
4,3,1903,162084,1
4,0,3859,516504,1
5,3,3594,302835,1
5,0,3730,798692,1
3,3,779,137144,1
0,2,4491,509211,1
1,3,4583,158508,1
2,3,1526,479580,1
0,3,3803,751462,1
1,3,3256,173201,1
4,1,3893,961488,1
0,2,1834,901738,1
0,3,4863,225132,1
4,1,4377,496468,1
5,3,708,129552,-1
1,3,2812,363453,1
0,3,3523,583644,1
0,2,4382,590114,1
1,1,3466,202562,1
5,3,4898,254705,1
4,3,626,756764,1
0,1,4462,177759,1
2,1,2905,594806,1
4,1,3447,255796,1
4,1,4599,360120,1
0,1,3691,199266,1
2,2,1854,303425,1
4,1,4205,179224,1
3,2,3637,679532,1
3,2,2558,153977,1
3,2,3134,580694,1
5,1,4051,179079,1
1,1,4718,703384,1
0,1,3103,261667,1
5,3,3346,452115,1
1,1,4547,811905,1
4,1,872,329377,1
2,3,4601,493933,1
3,1,3523,168658,1
4,2,4859,206178,1
3,3,2680,232241,1
3,1,2505,191474,1
0,1,2536,873467,1
4,2,3442,141064,1
3,1,4588,676933,1
3,3,1946,390856,1
4,1,4856,628662,1
3,1,4777,906314,1
0,1,1030,169212,1
4,3,2596,792553,1
5,0,4503,158928,1
4,2,2559,985328,1
4,0,2649,927153,1
0,1,4455,374242,1
5,1,4855,298170,1
4,1,4070,568118,1
3,3,3667,208269,1
3,3,4702,291665,1
4,1,2363,249606,1
3,2,1823,93965,1
0,3,2536,72597,1
4,2,1894,211396,1
3,2,1063,771881,1
2,1,4256,335332,1
1,1,1810,213721,1
4,3,4727,214209,1
5,0,2270,344631,1
3,3,3553,198869,1
5,0,3474,914352,-1
1,3,3482,313105,1
3,2,4247,963808,1
0,1,4457,548322,1
0,2,4894,819866,1
5,1,1295,821778,1
0,1,3060,148566,1
3,1,3217,133718,1
3,1,3565,592872,1
0,2,3154,327045,1
1,1,4322,188780,1
2,3,2570,686669,1
3,1,3458,423893,1
0,0,4547,591160,1
1,2,3711,223290,1
4,3,4746,757163,1
4,0,4343,946153,1
4,3,1870,482469,1
1,3,4128,426201,1
5,1,3437,389093,1
5,1,3493,971069,1
0,3,1757,612944,1
4,1,2997,231105,1
0,3,758,776993,1
3,3,2129,618049,1
3,2,1092,382448,1
0,2,1416,473698,1
4,1,1216,725098,1
4,2,4636,389642,1
3,2,2913,924288,1
4,0,1551,443767,1
4,0,4180,745784,1
5,3,3462,866327,1
0,3,4412,468915,1
5,3,1052,840377,1
4,3,1739,636057,1
0,1,2812,79276,1
5,2,4613,593578,1
4,2,2885,908202,1
4,0,4314,213609,1
1,2,3169,104904,1
5,2,961,329431,1
2,0,696,99743,-1
0,1,2045,540629,1
3,3,4777,225848,1
1,2,1636,752512,1
0,1,3823,243469,1
3,3,672,200176,1
4,3,658,606026,1
0,0,4122,150103,1
2,2,3615,370373,1
3,2,792,388270,1
0,0,4371,826299,1
3,1,3895,167917,1
4,1,1747,866874,1
1,3,3324,100330,1
4,3,4624,168410,1
3,1,2328,777760,1
0,3,1833,520390,1
1,1,4703,108294,1
0,3,3597,90741,1
3,3,2381,955306,1
0,3,854,800066,1
3,0,1568,528106,1
1,3,4583,500247,1
4,0,1843,155860,1
4,3,2019,129293,1
3,1,4428,180824,1
2,1,1691,950564,1
0,0,4644,451348,1
4,1,4863,509556,1
0,2,4550,52625,1
2,3,3165,667828,1
5,3,3000,495896,1
0,3,1131,190860,1
4,2,2146,852162,1
0,2,4162,335146,1
2,3,4470,398279,1
4,3,683,205820,1
1,0,980,271690,1
5,2,4387,959518,-1
4,1,3510,768372,1
4,1,2179,687323,1
5,3,1803,179099,1
4,3,3566,101386,1
5,1,3558,961746,1
0,3,1381,275170,1
3,2,1652,689453,1
4,1,856,784201,1
3,3,4373,150939,1
3,0,4344,317668,1
0,1,727,351700,1
1,2,1067,631205,1
5,2,3827,514237,1
5,0,1780,178654,1
4,3,3068,511023,1
4,2,4579,790522,1
4,0,4141,388000,1
5,2,719,552241,1
0,3,1291,663396,1
0,2,1579,255620,1
5,3,2807,805715,1
5,1,1288,738552,1
2,3,3216,771615,1
4,3,2865,520736,1
4,1,4547,388302,1
1,3,4418,194735,1
4,0,1769,850260,1
3,0,3481,191647,1
5,2,3108,834537,1
3,2,3303,911337,1
2,0,1038,932900,-1
1,3,2774,137702,1
4,0,1615,982470,-1
4,0,1090,389564,1
0,0,706,202292,-1
4,0,1936,185524,1
2,3,3550,999239,1
4,1,4002,766446,1
4,3,1898,91793,1
4,3,4491,957011,1
4,1,1856,988528,1
3,1,3514,398141,1
4,2,4834,302317,1
4,3,1936,608336,1
1,3,1664,905380,1
0,2,4608,491483,1
0,1,2224,548654,1
3,3,4131,602716,1
0,3,1850,116434,1
3,3,4379,612693,1
1,3,4436,181288,1
5,2,3873,92817,1
1,3,2897,149507,1
2,2,3404,860868,1
0,3,3921,417555,1
4,1,2701,812044,1
1,2,4193,171783,1
3,2,4265,326839,1
4,0,1015,268882,1
0,1,2340,793424,1
1,3,1765,478369,1
0,2,746,219429,1
0,3,4428,88517,1
1,2,2043,200798,1
1,2,4354,414741,1
3,1,1382,83890,1
4,3,3492,149649,1
0,1,2748,377490,1
4,1,3523,404477,1
1,3,3247,533322,1
5,1,4466,168488,1
5,2,4172,508961,1
5,3,842,614220,-1
3,1,4875,404033,1
3,1,4695,787832,1
1,3,3513,549953,1
5,0,3740,767102,1
1,2,3501,507781,1
5,0,3968,191943,1
1,1,1751,593187,1
1,2,3464,324460,1
0,1,915,195971,1
5,2,4825,193211,1
2,1,4882,618367,1
2,2,1612,692429,1
0,3,1958,426276,1
4,0,1954,473609,1
3,1,1352,623863,1
1,1,2466,181297,1
4,0,2754,859664,1
4,1,3030,267051,1
5,2,3658,899539,1
3,3,4473,376965,1
5,2,4470,565666,1
0,1,2338,462091,1
0,1,4501,405594,1
0,1,4359,511581,1
4,1,4465,266961,1
3,3,3666,685858,1
0,0,3314,295942,1
1,3,4427,440140,1
3,0,1590,179339,1
4,2,1830,533835,1
5,3,4915,500296,1
4,2,1951,744987,1
4,0,3047,107563,1
1,0,2377,676785,1
3,3,1379,183618,1
3,1,707,947038,1
5,3,2879,975031,-1
